Date,Open,High,Low,Close,Volume,EU_Trend,Price
18/07/2012,152.669998,153.600006,152.399994,CLOSE,6807600,0,105.16
19/07/2012,153.729996,154.320007,152.929993,OPEN,6070000,0,107.8
20/07/2012,152.970001,154,152.75,CLOSE,8583800,0,106.83
23/07/2012,152.5,153.330002,152.289993,OPEN,5256700,0,103.26
24/07/2012,153.630005,153.800003,152.199997,CLOSE,6538900,0,103.42
25/07/2012,155.330002,156.289993,155.050003,OPEN,9355900,1,104.38
26/07/2012,156.699997,157.259995,156.050003,CLOSE,7343500,1,105.26
27/07/2012,157.639999,157.960007,156.660004,OPEN,9772600,1,106.47
30/07/2012,156.839996,157.660004,154.809998,CLOSE,7212100,0,106.2
31/07/2012,157.600006,157.720001,156.259995,OPEN,10919700,1,104.92
01/08/2012,155.179993,155.789993,154.410004,CLOSE,12714500,0,105.96
02/08/2012,154.660004,155.139999,153.610001,OPEN,11538800,0,105.9
03/08/2012,154.649994,155.889999,154.419998,OPEN,10670700,1,108.94
06/08/2012,155.919998,156.729996,155.740005,CLOSE,4610800,1,109.55
07/08/2012,156.369995,156.630005,156.009995,OPEN,5923300,1,112
08/08/2012,156.490005,156.860001,156.259995,CLOSE,3620500,0,112.14
09/08/2012,156.360001,157,156.279999,OPEN,3177800,0,113.22
10/08/2012,156.899994,157.820007,156.649994,CLOSE,4608000,0,112.95
13/08/2012,157.050003,157.449997,155.899994,OPEN,4573300,1,113.6
14/08/2012,155.059998,155.580002,154.830002,CLOSE,5075200,0,114.03
16/08/2012,155.850006,157.089996,155.5,OPEN,8838300,1,116.9
17/08/2012,157.059998,157.070007,156.220001,CLOSE,7812100,0,113.71
20/08/2012,156.520004,157.399994,156.470001,OPEN,7846200,1,113.7
21/08/2012,158.809998,159.199997,158.690002,CLOSE,11833100,1,114.64
22/08/2012,159.190002,160.630005,158.509995,OPEN,13605900,1,114.91
23/08/2012,161.410004,162.449997,161.229996,OPEN,17237600,1,115.01
24/08/2012,161.869995,162.350006,161.330002,CLOSE,8497200,0,113.59
27/08/2012,161.770004,162.289993,161.339996,OPEN,5380200,0,112.26
28/08/2012,161.630005,162.190002,161.300003,CLOSE,5074200,1,112.58
29/08/2012,161.600006,161.679993,160.179993,OPEN,9287700,0,112.54
30/08/2012,161.259995,161.309998,160.009995,CLOSE,5813700,0,112.65
31/08/2012,161.139999,164.220001,159.559998,OPEN,18024200,1,114.57
04/09/2012,164.110001,164.770004,163.660004,CLOSE,12034800,0,114.18
05/09/2012,164.119995,164.389999,163.809998,OPEN,8401900,1,113.09
06/09/2012,165.160004,165.779999,164.800003,CLOSE,12961100,1,113.49
